codigo ccn,codigo cnh,nombre,comunidad autonoma,provincia,municipio,direccion,codigo postal,telefono,naºmero de camas instaladas,tipo de centro,dependencia funcional,observaciones,concierto,acreditacion docente,direccion_completa,latitud,longitud,servicios
333003421,330117,FUNDACION HOSPITAL DE AVILES,Ppdo. de Asturias,Asturias,AvilÃ©s,CALLE CABRUÃANA 19,33402,627513515;985525744,90,Hospitales especializados,Privados,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"FUNDACION HOSPITAL DE AVILES, AvilÃ©s, Asturias, España",,,
333004419,330143,HOSPITAL DE JARRIO,Ppdo. de Asturias,Asturias,CoaÃ±a,CARRETERA DE JARRIO S/N,33719,985639300,116,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL DE JARRIO, CoaÃ±a, Asturias, España",,,
333005233,330354,HOSPITAL GIJON,Ppdo. de Asturias,Asturias,GijÃ³n,AVENIDA DE LA COSTA 45,33201,985360612;985360613,32,Hospitales de media y larga estancia,Privados,,Sin concierto,NO,"HOSPITAL GIJON, GijÃ³n, Asturias, España",,,
333005240,330292,HOSPITAL UNIVERSITARIO CENTRAL DE ASTURIAS,Ppdo. de Asturias,Asturias,Oviedo,AVENIDA DE ROMA S/N,33011,985108000,991,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO CENTRAL DE ASTURIAS, Oviedo, Asturias, España",43.3759889,-5.829281,
333005582,330325,HOSPITAL VITAL ALVAREZ BUYLLA,Ppdo. de Asturias,Asturias,Mieres,CALLE VISTALEGRE 2,33619,985458500,176,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL VITAL ALVAREZ BUYLLA, Mieres, Asturias, España",43.2262549,-5.7810049,
333005595,330322,CTI DE LA CORREDORIA,Ppdo. de Asturias,Asturias,Oviedo,CALLE MOLIN LOS CANALES S/N,33011,985292360,22,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"CTI DE LA CORREDORIA, Oviedo, Asturias, España",43.3759889,-5.829281,
333005968,330409,CENTRO DE TRATAMIENTO INTEGRAL MONTEVIL,Ppdo. de Asturias,Asturias,GijÃ³n,CALLE ALAVA 67,33210,985142483,21,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"CENTRO DE TRATAMIENTO INTEGRAL MONTEVIL, GijÃ³n, Asturias, España",,,
407000001,70309,HOSPITAL  DE MANACOR,Illes Balears,Illes Balears,Manacor,CARRETERA MANACOR - ALCUDIA S/N,7500,971847000,224,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL  DE MANACOR, Manacor, Illes Balears, España",39.5787108,3.2076477,
407000002,70048,HOSPITAL GENERAL DE MALLORCA,Illes Balears,Illes Balears,Palma,PLAZA HOSPITAL 3,7012,871205000,87,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"HOSPITAL GENERAL DE MALLORCA, Palma, Illes Balears, España",39.5741417,2.6461318,
407000003,70260,HOSPITAL JUANEDA MURO,Illes Balears,Illes Balears,Muro,CALLE VELER S/N,7459,971891900,86,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL JUANEDA MURO, Muro, Illes Balears, España",39.813552,3.1076631,
407000004,70099,CLINICA ROTGER,Illes Balears,Illes Balears,Palma,CALLE SANTIAGO RUSSINYOL 9,7012,971448500,193,Hospitales Generales,Privados,,Sin concierto,NO,"CLINICA ROTGER, Palma, Illes Balears, España",39.5754953,2.646898,
407000005,70086,HOSPITAL SANT JOAN DE DEU,Illes Balears,Illes Balears,Palma,CALLE SANT JOAN DE DEU 7,7007,971265854,197,Hospitales de media y larga estancia,Privados,,Concierto parcial,SI,"HOSPITAL SANT JOAN DE DEU, Palma, Illes Balears, España",39.5468365,2.6991058,
407000006,70295,CLINICA JUANEDA MAHON,Illes Balears,Illes Balears,MaÃ³-MahÃ³n,AVENIDA VIVES LLULL 6,7703,971351115,18,Hospitales Generales,Privados,,Concierto parcial,NO,"CLINICA JUANEDA MAHON, MaÃ³-MahÃ³n, Illes Balears, España",,,
407000008,70110,CLINICA JUANEDA,Illes Balears,Illes Balears,Palma,CALLE COMPANY 30,7014,971731647,191,Hospitales Generales,Privados,,Sin concierto,SI,"CLINICA JUANEDA, Palma, Illes Balears, España",39.5773675,2.6271494,
407000009,70131,JUANEDA,Illes Balears,Illes Balears,Palma,CALLE CAMI DE LA VILETA 30,7011,971767000,197,Hospitales Generales,Privados,,Concierto parcial,NO,"JUANEDA, Palma, Illes Balears, España",39.5523695,2.6021909,
407000010,70184,HOSPITAL CAN MISSES,Illes Balears,Illes Balears,Eivissa,CALLE CORONA S/N,7800,971397000,382,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL CAN MISSES, Eivissa, Illes Balears, España",38.9159408,1.4176967,
407000011,70064,MUTUA BALEAR,Illes Balears,Illes Balears,Palma,CALLE BISBE CAMPINS 4,7012,971213400,40,Hospitales Generales,MÃºtuas Colaboradoras con La Seguridad Social,,Sin concierto,SI,"MUTUA BALEAR, Palma, Illes Balears, España",39.6075815,2.662389,
407000216,70051,HOSPITAL PSIQUIATRIC,Illes Balears,Illes Balears,Palma,CALLE CAMI DE JESUS 40,7010,871205000,168,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"HOSPITAL PSIQUIATRIC, Palma, Illes Balears, España",39.5844026,2.6432192,
407000218,70162,HOSPITAL JOAN MARCH,Illes Balears,Illes Balears,Bunyola,CARRETERA PALMA-SOLLER KM. 12,7110,871202000,106,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL JOAN MARCH, Bunyola, Illes Balears, España",39.6788247,2.6883095,
407000411,70377,HOSPITAL COMARCAL DÂ´INCA,Illes Balears,Illes Balears,Inca,CARRETERA VELLA DE LLUBI S/N,7300,971888514,173,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Concierto sustitutorio,SI,"HOSPITAL COMARCAL DÂ´INCA, Inca, Illes Balears, España",39.7159354,2.9220457,
407000423,70388,HOSPITAL MATEU ORFILA,Illes Balears,Illes Balears,MaÃ³-MahÃ³n,RONDA MALBUGER 1,7703,971487000,142,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL MATEU ORFILA, MaÃ³-MahÃ³n, Illes Balears, España",,,
407000872,70399,HOSPITAL UNIVERSITARI SON ESPASES,Illes Balears,Illes Balears,Palma,CARRETERA VALLDEMOSSA 79,7120,871205000,886,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARI SON ESPASES, Palma, Illes Balears, España",39.6070144,2.6447545,
407001219,70201,POLICLINICA NUESTRA SRA. DEL ROSARIO,Illes Balears,Illes Balears,Eivissa,VIA ROMANA S/N,7800,971301916,68,Hospitales Generales,Privados,,Concierto parcial,NO,"POLICLINICA NUESTRA SRA. DEL ROSARIO, Eivissa, Illes Balears, España",38.906927,1.4285044,
407001223,70070,HOSPITAL DE LA CREU ROJA ESPANYOLA,Illes Balears,Illes Balears,Palma,CALLE PONS I GALLARZA 90,7004,971751445,71,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO,"HOSPITAL DE LA CREU ROJA ESPANYOLA, Palma, Illes Balears, España",39.6070144,2.6447545,
407001617,70333,HOSPITAL SON LLATZER,Illes Balears,Illes Balears,Palma,CARRETERA MANACOR KM. 4,7198,871202000,423,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL SON LLATZER, Palma, Illes Balears, España",39.5749757,2.7010596,
407001618,70344,HOSPITAL QUIRONSALUD PALMAPLANAS,Illes Balears,Illes Balears,Palma,CALLE CAMI DELS REIS 308,7010,971918000,169,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL QUIRONSALUD PALMAPLANAS, Palma, Illes Balears, España",39.5986833,2.6438373,
407001619,70366,HOSPITAL DE FORMENTERA,Illes Balears,Illes Balears,Formentera,CALLE VENDA DES BROLLS S/N,7860,971321212,13,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"HOSPITAL DE FORMENTERA, Formentera, Illes Balears, España",38.7074658,1.4349713,
407001647,70412,HOSPITAL DE LLEVANT,Illes Balears,Illes Balears,Manacor,CALLE ESCAMARLA 6,7680,971822400,70,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL DE LLEVANT, Manacor, Illes Balears, España",39.5451455,3.3295316,
407001688,70423,HOSPITAL QUIRONSALUD SON VERI,Illes Balears,Illes Balears,Llucmajor,PASEO ARBREDA S/N,7609,971443030,34,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL QUIRONSALUD SON VERI, Llucmajor, Illes Balears, España",39.4910498,2.7407461,
407003152,70434,CLINICA LUZ DE PALMA,Illes Balears,Illes Balears,Palma,CALLE CAMILO JOSE CELA 20,7014,971599167,19,Hospitales Generales,Privados,,Sin concierto,NO,"CLINICA LUZ DE PALMA, Palma, Illes Balears, España",39.6070144,2.6447545,
407003804,70445,HOSPITAL SANT JOAN DE DEU INCA,Illes Balears,Illes Balears,Inca,AVENIDA JAUME II 44,7300,097126585,80,Hospitales especializados,Privados,,Concierto parcial,NO,"HOSPITAL SANT JOAN DE DEU INCA, Inca, Illes Balears, España",39.721074,2.918466,
407004406,70456,CLINICA JUANEDA CIUTADELLA,Illes Balears,Illes Balears,Ciutadella de Menorca,CARRETERA CARRETERA CIUTADELLA - SA CALETA 31,7760,971480508,55,Hospitales Generales,Privados,,Sin concierto,NO,"CLINICA JUANEDA CIUTADELLA, Ciutadella de Menorca, Illes Balears, España",40.0048071,3.8418321,
535000315,350167,CLINICA CAJAL,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE SENADOR CASTILLO OLIVARES 15,35003,928369166,136,Hospitales Generales,Privados,,Concierto parcial,NO,"CLINICA CAJAL, Palmas de Gran Canaria, Las, Las Palmas, España",28.1100294,-15.4215347,
535000319,350287,HOSPITAL CIUDAD DE TELDE,Canarias,Las Palmas,Telde,CALLE MISTER BLISSE S/N,35212,616953244;928707555,154,Hospitales Generales,Privados,,Sin concierto.,NO,"HOSPITAL CIUDAD DE TELDE, Telde, Las Palmas, España",28.0152047,-15.3847673,
535000320,350154,HOSPITAL LA PALOMA,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE MAESTRO VALLE 20,35005,687910445;928234466,109,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL LA PALOMA, Palmas de Gran Canaria, Las, Las Palmas, España",28.1267235,-15.432381,
535000321,350206,HOSPITAL UNIVERSITARIO PERPETUO SOCORRO,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE LEON Y CASTILLO 407,35007,928499900,195,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL UNIVERSITARIO PERPETUO SOCORRO, Palmas de Gran Canaria, Las, Las Palmas, España",28.1492455,-15.4258486,
535000322,350304,HOSPITEN CLINICA ROCA SAN AGUSTIN,Canarias,Las Palmas,San BartolomÃ© de Tirajana,CALLE BUGANVILLA 1,35100,928769004,81,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITEN CLINICA ROCA SAN AGUSTIN, San BartolomÃ© de Tirajana, Las Palmas, España",,,
535000323,350115,HOSPITAL SAN JOSE,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE PADRE CUETO 26,35008,928263708,66,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL SAN JOSE, Palmas de Gran Canaria, Las, Las Palmas, España",28.1432509,-15.4325086,
535000324,350120,HOSPITAL UNIVERSITARIO VITHAS LAS PALMAS,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE LEON Y CASTILLO 292,35005,928297151,157,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL UNIVERSITARIO VITHAS LAS PALMAS, Palmas de Gran Canaria, Las, Las Palmas, España",28.1492455,-15.4258486,
535000463,350326,HOSPITEN LANZAROTE,Canarias,Las Palmas,TÃ­as,CAMINO LOMO GORDO S/N,35572,928596100,61,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITEN LANZAROTE, TÃ­as, Las Palmas, España",,,
535000688,350265,QUINTA MEDICA DE REPOSO,Canarias,Las Palmas,Santa BrÃ­gida,CAMINO PALMA ROMERO 7,35300,928640050,60,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"QUINTA MEDICA DE REPOSO, Santa BrÃ­gida, Las Palmas, España",,,
535001243,350367,HOSPITAL UNIVERSITARIO SAN ROQUE MASPALOMAS,Canarias,Las Palmas,San BartolomÃ© de Tirajana,CALLE MAR DE SIBERIA 1,35100,928063615,147,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL UNIVERSITARIO SAN ROQUE MASPALOMAS, San BartolomÃ© de Tirajana, Las Palmas, España",,,
535001314,350173,HOSPITAL UNIVERSITARIO SAN ROQUE LAS PALMAS,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE DOLORES DE LA ROCHA 5,35001,928404040,162,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL UNIVERSITARIO SAN ROQUE LAS PALMAS, Palmas de Gran Canaria, Las, Las Palmas, España",28.1492455,-15.4258486,
535001524,350389,HOSPITAL PARQUE FUERTEVENTURA,Canarias,Las Palmas,Puerto del Rosario,CALLE LEON Y CASTILLO S/N,35600,928851500,22,Otros Centros con Internamiento,Privados,,Sin concierto,NO,"HOSPITAL PARQUE FUERTEVENTURA, Puerto del Rosario, Las Palmas, España",28.4995356,-13.8610753,
535001550,350192,CLINICA BANDAMA,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE SANTA TERESA 9,35017,928350050;928350054,64,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"CLINICA BANDAMA, Palmas de Gran Canaria, Las, Las Palmas, España",28.0552905,-15.4623237,
535001830,350311,HOSPITAL UNIVERSITARIO DE GRAN CANARIA DR. NEGRIN,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",PLAZA BARRANCO DE LA BALLENA S/N,35012,928450000,652,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL UNIVERSITARIO DE GRAN CANARIA DR. NEGRIN, Palmas de Gran Canaria, Las, Las Palmas, España",28.1206302,-15.4446237,
535001838,350290,COMPLEJO HOSPITALARIO UNIVERSITARIO INSULAR MATERNO INFANTIL,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE AUTOVIA DEL SUR S/N,35016,928444000,916,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"COMPLEJO HOSPITALARIO UNIVERSITARIO INSULAR MATERNO INFANTIL, Palmas de Gran Canaria, Las, Las Palmas, España",28.1492455,-15.4258486,
535001908,350252,HOSPITAL GENERAL DE FUERTEVENTURA,Canarias,Las Palmas,Puerto del Rosario,CALLE CARRETERA AEROPUERTO KM 1,35600,928862000,131,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL GENERAL DE FUERTEVENTURA, Puerto del Rosario, Las Palmas, España",28.4904071,-13.8692177,
535002243,350228,HOSPITAL UNIVERSITARIO DR. JOSE MOLINA OROSA,Canarias,Las Palmas,Arrecife,CALLE CARRETERA ARRECIFE- TINAJO KM 1300 0,35500,928595000,252,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO DR. JOSE MOLINA OROSA, Arrecife, Las Palmas, España",28.9745045,-13.5661249,
535003839,350271,HOSPITAL SAN ROQUE DE GUIA,Canarias,Las Palmas,Santa MarÃ­a de GuÃ­a de Gran Canaria,LUGAR DISEMINADO CUESTA DE CARABALLO 11,35450,928896500,54,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL SAN ROQUE DE GUIA, Santa MarÃ­a de GuÃ­a de Gran Canaria, Las Palmas, España",,,
535003845,350069,HOSPITAL UNIVERSITARIO DE SALUD MENTAL JUAN CARLOS I,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE REAL DEL CASTILLO 152,35014,928302734,119,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Otros Centros o Establecimientos PÃºblicos de Dependencia AutonÃ³mica,,Sin concierto.,NO,"HOSPITAL UNIVERSITARIO DE SALUD MENTAL JUAN CARLOS I, Palmas de Gran Canaria, Las, Las Palmas, España",28.1492455,-15.4258486,
535003934,350249,HOSPITAL INSULAR DE LANZAROTE,Canarias,Las Palmas,Arrecife,CALLE JUAN DE QUESADA S/N,35500,928810000,80,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL INSULAR DE LANZAROTE, Arrecife, Las Palmas, España",28.9635377,-13.5434536,
535004296,350401,CENTRO SANITARIO RESIDENCIAL LAS PALMAS (CESAR LAS PALMAS),Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE PARROCO VILLAR REINA 1,35011,928296300,52,Hospitales de media y larga estancia,Privados,,Sin concierto,NO,"CENTRO SANITARIO RESIDENCIAL LAS PALMAS (CESAR LAS PALMAS), Palmas de Gran Canaria, Las, Las Palmas, España",28.1492455,-15.4258486,
535004342,350402,HOSPITAL POLIVALENTE ANEXO JUAN CARLOS I,Canarias,Las Palmas,"Palmas de Gran Canaria, Las",CALLE REAL DEL CASTILLO 152,35014,928450177,54,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL POLIVALENTE ANEXO JUAN CARLOS I, Palmas de Gran Canaria, Las, Las Palmas, España",28.1492455,-15.4258486,
538000115,380201,HOSPITAL QUIRONSALUD VIDA,Canarias,Santa Cruz De Tenerife,"Orotava, La",CALLE MAGNOLIAS 2,38312,922330550,24,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL QUIRONSALUD VIDA, Orotava, La, Santa Cruz De Tenerife, España",28.3872688,-16.5260112,
538000116,380103,HOSPITAL PARQUE,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,CALLE MENDEZ NUÃEZ 40-44,38003,922274400,67,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL PARQUE, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.4704265,-16.2536012,
538000118,380359,CLINICA TARA,Canarias,Santa Cruz De Tenerife,Tacoronte,CALLE CASAS ALTAS S/N,38399,922563351,12,Otros Centros con Internamiento,Privados,,Concierto parcial,NO,"CLINICA TARA, Tacoronte, Santa Cruz De Tenerife, España",28.4781043,-16.4032626,
538000120,380282,HOSPITAL QUIRON SALUD COSTA ADEJE,Canarias,Santa Cruz De Tenerife,Adeje,URBANIZACION SAN EUGENIO S/N,38660,922752626,62,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL QUIRON SALUD COSTA ADEJE, Adeje, Santa Cruz De Tenerife, España",28.0744304,-16.7297728,
538000121,380146,HOSPITAL UNIVERSITARIO HOSPITEN SUR,Canarias,Santa Cruz De Tenerife,Arona,CALLE AV. MARITIMA 8,38660,922750032,242,Hospitales Generales,Privados,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO HOSPITEN SUR, Arona, Santa Cruz De Tenerife, España",28.0582155,-16.7250852,
538000126,380223,HOSPITAL UNIVERSITARIO HOSPITEN BELLEVUE,Canarias,Santa Cruz De Tenerife,Puerto de la Cruz,CALLE ALEMANIA 4,38400,922368822;922383551,199,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL UNIVERSITARIO HOSPITEN BELLEVUE, Puerto de la Cruz, Santa Cruz De Tenerife, España",,,
538000130,380099,VITHAS HOSPITAL SANTA CRUZ,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,CALLE ENRIQUE WOLFSON 8,38006,922534733,62,Hospitales Generales,Privados,,Sin concierto,NO,"VITHAS HOSPITAL SANTA CRUZ, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.6741752,-17.7903564,
538000373,380295,HOSPITAL UNIVERSITARIO HOSPITEN RAMBLA,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,RAMBLA SANTA CRUZ 115,38001,922291600,97,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL UNIVERSITARIO HOSPITEN RAMBLA, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.6741752,-17.7903564,
538000536,380086,HOSPITAL QUIRON SALUD TENERIFE,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,CALLE POETA RODRIGUEZ HERRERA 1,38006,922270700,176,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL QUIRON SALUD TENERIFE, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.6741752,-17.7903564,
538001244,380064,HOSPITAL SAN JUAN DE DIOS TENERIFE,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,CARRETERA SANTA CRUZ LAGUNA 53,38009,922645511,141,Hospitales Generales,Organizaciones No Gubernamentales,,Concierto parcial,SI,"HOSPITAL SAN JUAN DE DIOS TENERIFE, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.4613187,-16.28372,
538001821,380178,HOSPITAL UNIVERSITARIO DE CANARIAS,Canarias,Santa Cruz De Tenerife,San CristÃ³bal de La Laguna,CARRETERA CUESTA TACO S/N,38320,922678000,681,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL UNIVERSITARIO DE CANARIAS, San CristÃ³bal de La Laguna, Santa Cruz De Tenerife, España",,,
538001932,380027,HOSPITAL UNIVERSITARIO NUESTRA SEÃORA DE CANDELARIA,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,CARRETERA DEL ROSARIO 145,38010,922602000,839,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL UNIVERSITARIO NUESTRA SEÃORA DE CANDELARIA, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.6741752,-17.7903564,
538002288,380276,HOSPITAL INSULAR NUESTRA SEÃORA DE LOS REYES,Canarias,Santa Cruz De Tenerife,Valverde,CALLE CALLE LOS BARRIALES 1,38900,922 553 505;922553505,32,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"HOSPITAL INSULAR NUESTRA SEÃORA DE LOS REYES, Valverde, Santa Cruz De Tenerife, España",27.8142992,-17.9149313,
538002289,380244,HOSPITAL NUESTRA SEÃORA DE GUADALUPE,Canarias,Santa Cruz De Tenerife,San SebastiÃ¡n de la Gomera,CALLE LANGRERO S/N,38800,922140219,40,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"HOSPITAL NUESTRA SEÃORA DE GUADALUPE, San SebastiÃ¡n de la Gomera, Santa Cruz De Tenerife, España",,,
538002290,380316,HOSPITAL UNIVERSITARIO GENERAL DE LA PALMA,Canarias,Santa Cruz De Tenerife,BreÃ±a Alta,CARRETERA CUMBRE (DE LA) 28,38713,922185000,198,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"HOSPITAL UNIVERSITARIO GENERAL DE LA PALMA, BreÃ±a Alta, Santa Cruz De Tenerife, España",,,
538002380,380348,HOSPITAL DEL SUR,Canarias,Santa Cruz De Tenerife,Arona,CARRETERA TF-28 21,38652,922174740,98,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL DEL SUR, Arona, Santa Cruz De Tenerife, España",28.0691225,-16.7050169,
538002381,380337,HOSPITAL DEL NORTE,Canarias,Santa Cruz De Tenerife,Icod de los Vinos,CALLE GAVIOTAS (LAS) 22,38437,922 678 061;922678061,51,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL DEL NORTE, Icod de los Vinos, Santa Cruz De Tenerife, España",28.3843123,-16.6842967,
538004230,380033,HOSPITAL DE OFRA,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,CALLE SANTA MARIA SOLEDAD 28,38010,922602000,63,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL DE OFRA, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.4571514,-16.2902829,
538004244,380048,UNIDADES CLINICAS Y DE REHABILITACION DE SALUD MENTAL,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,CALLE DOMINGO J MANRIQUE 2,38006,922678000,94,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"UNIDADES CLINICAS Y DE REHABILITACION DE SALUD MENTAL, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.6741752,-17.7903564,
538004740,380361,CENTRO ASISTENCIAL POLIVALENTE UAAN,Canarias,Santa Cruz De Tenerife,Santa Cruz de Tenerife,CARRETERA ROSARIO (DEL) 145,38010,618797024;922602370,74,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"CENTRO ASISTENCIAL POLIVALENTE UAAN, Santa Cruz de Tenerife, Santa Cruz De Tenerife, España",28.6741752,-17.7903564,
639000197,390015,HOSPITAL UNIVERSITARIO MARQUES DE VALDECILLA,Cantabria,Cantabria,Santander,AVENIDA VALDECILLA 25,39008,942202520;942202560,923,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO MARQUES DE VALDECILLA, Santander, Cantabria, España",43.4559395,-3.8295337,
639000455,390152,HOSPITAL MOMPIA,Cantabria,Cantabria,Santa Cruz de Bezana,AVENIDA DE LOS CONDES S/N,39108,942584100;942584114,105,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL MOMPIA, Santa Cruz de Bezana, Cantabria, España",43.4344505,-3.9166756,
639000456,390134,HOSPITAL COMARCAL DE LAREDO,Cantabria,Cantabria,Laredo,AVENIDA DERECHOS HUMANOS S/N,39770,942638500;942638502,131,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL COMARCAL DE LAREDO, Laredo, Cantabria, España",43.4138434,-3.4417145,
639000462,390054,HOSPITAL SANTA CLOTILDE,Cantabria,Cantabria,Santander,CALLE GENERAL DAVILA 35 BAJO,39006,942211678;942217711,127,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO,"HOSPITAL SANTA CLOTILDE, Santander, Cantabria, España",43.4675919,-3.7984992,
