codigo ccn,codigo cnh,nombre,comunidad autonoma,provincia,municipio,direccion,codigo postal,telefono,naºmero de camas instaladas,tipo de centro,dependencia funcional,observaciones,concierto,acreditacion docente,direccion_completa,latitud,longitud,servicios
1236000127,360353,HOSPITAL PUBLICO DO SALNES,Galicia,Pontevedra,VilagarcÃ­a de Arousa,CALLE HOSPITAL DO SALNES 30,36619,986568000,131,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL PUBLICO DO SALNES, VilagarcÃ­a de Arousa, Pontevedra, España",,,
1236000128,360368,COMPLEXO HOSPITALARIO UNIVERSITARIO DE VIGO,Galicia,Pontevedra,Vigo,CARRETERA CLARA CAMPOAMOR 341,36312,986811111,1261,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"COMPLEXO HOSPITALARIO UNIVERSITARIO DE VIGO, Vigo, Pontevedra, España",42.2287736,-8.7282231,
1328000001,280856,FREMAP HOSPITAL MAJADAHONDA,Madrid,Madrid,Majadahonda,CARRETERA M-515 (POZUELO) 61,28220,917461540,116,Hospitales especializados,MÃºtuas Colaboradoras con La Seguridad Social,,Sin concierto,SI,"FREMAP HOSPITAL MAJADAHONDA, Majadahonda, Madrid, España",40.4505848,-3.8508254,
1328000004,280783,CENTRO SAN JUAN DE DIOS CIEMPOZUELOS,Madrid,Madrid,Ciempozuelos,AVENIDA DE SAN JUAN DE DIOS 1,28350,918930001,434,Otros Centros con Internamiento,Privados,,Concierto parcial,SI,"CENTRO SAN JUAN DE DIOS CIEMPOZUELOS, Ciempozuelos, Madrid, España",40.1617841,-3.6143526,
1328000006,280549,HOSPITAL FUENSANTA,Madrid,Madrid,Madrid,CALLE DE ARTURO SORIA 17,28027,914079295,20,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL FUENSANTA, Madrid, Madrid, España",40.4400605,-3.6402733,
1328000007,280534,"CLINICA LA LUZ, S.L.",Madrid,Madrid,Madrid,CALLE DEL MAESTRO ANGEL LLORCA 8,28003,915530500,142,Hospitales Generales,Privados,,Concierto parcial,NO,"CLINICA LA LUZ, S.L., Madrid, Madrid, España",40.4511303,-3.6795724,
1328000008,280604,HOSPITAL UNIVERSITARIO LA ZARZUELA,Madrid,Madrid,Madrid,CALLE DE PLEYADES 25,28023,915858000,116,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO LA ZARZUELA, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000009,280421,HOSPITAL UNIVERSITARIO FUNDACION JIMENEZ DIAZ,Madrid,Madrid,Madrid,AVENIDA DE LOS REYES CATOLICOS 2,28040,915504800,651,Hospitales Generales,Privados,,Concierto sustitutorio,SI,"HOSPITAL UNIVERSITARIO FUNDACION JIMENEZ DIAZ, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000010,280474,HOSPITAL NUESTRA SEÃORA DE AMERICA,Madrid,Madrid,Madrid,CALLE DE ARTURO SORIA 103-105-107,28043,914130061,100,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL NUESTRA SEÃORA DE AMERICA, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000011,280626,HOSPITAL HM NUEVO BELEN,Madrid,Madrid,Madrid,CALLE DE JOSE SILVA 7,28043,917444100,56,Hospitales especializados,Privados,,Sin concierto,SI,"HOSPITAL HM NUEVO BELEN, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000013,280552,HOSPITAL RUBER JUAN BRAVO,Madrid,Madrid,Madrid,CALLE DE JUAN BRAVO 49,28006,914026100,146,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL RUBER JUAN BRAVO, Madrid, Madrid, España",40.4327463,-3.6776668,
1328000014,280468,HOSPITAL SAN CAMILO,Madrid,Madrid,Madrid,CALLE DE JUAN BRAVO 39,28006,914022100,80,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL SAN CAMILO, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000015,280376,"HOSPITAL VIAMED SANTA ELENA, S.L",Madrid,Madrid,Madrid,CALLE DE LA GRANJA 8,28003,914539400,70,Otros Centros con Internamiento,Privados,,Concierto parcial,SI,"HOSPITAL VIAMED SANTA ELENA, S.L, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000016,280164,HOSPITAL CARLOS III,Madrid,Madrid,Madrid,CALLE DE SINESIO DELGADO 8-10,28029,914532500,90,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL CARLOS III, Madrid, Madrid, España",40.4750849,-3.6962369,
1328000017,280035,HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,Madrid,Madrid,Madrid,AVENIDA DE CORDOBA S/N,28041,913908000,1161,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO 12 DE OCTUBRE, Madrid, Madrid, España",40.376385,-3.6980587,
1328000018,280360,HOSPITAL BEATA MARIA ANA,Madrid,Madrid,Madrid,CALLE DOCTOR ESQUERDO 83,28007,914097423,163,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL BEATA MARIA ANA, Madrid, Madrid, España",40.4181373,-3.6680256,
1328000019,280210,HOSPITAL DE CANTOBLANCO,Madrid,Madrid,Madrid,"CARRETERA DE COLMENAR VIEJO K.14,500",28049,915867575,131,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL DE CANTOBLANCO, Madrid, Madrid, España",40.539503,-3.6931309,
1328000020,280148,"HOSPITAL CENTRAL DE LA CRUZ ROJA, SAN JOSE Y SANTA ADELA",Madrid,Madrid,Madrid,AVENIDA DE LA REINA VICTORIA 22-26,28003,914538300,156,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL CENTRAL DE LA CRUZ ROJA, SAN JOSE Y SANTA ADELA, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000021,280920,HOSPITAL EL ESCORIAL,Madrid,Madrid,San Lorenzo de El Escorial,"CARRETERA DE GUADARRAMA 6,255",28200,918973000,92,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL EL ESCORIAL, San Lorenzo de El Escorial, Madrid, España",40.6072271,-4.1196429,
1328000022,280761,HOSPITAL DE LA FUENFRIA,Madrid,Madrid,Cercedilla,CARRETERA DE DEHESAS S/N,28470,918520300,192,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL DE LA FUENFRIA, Cercedilla, Madrid, España",40.7600756,-4.0745532,
1328000023,280127,HOSPITAL UNIVERSITARIO DE LA PRINCESA,Madrid,Madrid,Madrid,CALLE DE DIEGO DE LEON 62,28006,915202200,524,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO DE LA PRINCESA, Madrid, Madrid, España",40.4340157,-3.6757531,
1328000024,280344,HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASIS,Madrid,Madrid,Madrid,CALLE DE SAN BERNABE 13,28005,913657600,74,Otros Centros con Internamiento,Privados,,Sin concierto,NO,"HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASIS, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000025,280954,HOSPITAL UNIVERSITARIO HM MADRID,Madrid,Madrid,Madrid,PLAZA DEL CONDE DEL VALLE DE SUCHIL 16,28015,914476600,84,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO HM MADRID, Madrid, Madrid, España",40.4312758,-3.7067574,
1328000026,280894,HOSPITAL UNIVERSITARIO DE MOSTOLES,Madrid,Madrid,MÃ³stoles,CALLE RIO JUCAR S/N,28935,916648600,328,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO DE MOSTOLES, MÃ³stoles, Madrid, España",,,
1328000027,280246,HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÃON,Madrid,Madrid,Madrid,CALLE DEL DOCTOR ESQUERDO 46,28007,915868000,1140,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÃON, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000028,280133,HOSPITAL INFANTIL UNIVERSITARIO NIÃO JESUS,Madrid,Madrid,Madrid,AVENIDA DE MENENDEZ PELAYO 65,28009,915035900,170,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL INFANTIL UNIVERSITARIO NIÃO JESUS, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000029,280416,FUNDACION INSTITUTO SAN JOSE,Madrid,Madrid,Madrid,CALLE DEL PINAR DE SAN JOSE 98,28054,915080140,305,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO,"FUNDACION INSTITUTO SAN JOSE, Madrid, Madrid, España",40.3631362,-3.7733987,
1328000030,280565,HOSPITAL RUBER INTERNACIONAL,Madrid,Madrid,Madrid,CALLE DE LA MASO 38,28034,913875000,143,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL RUBER INTERNACIONAL, Madrid, Madrid, España",40.489865,-3.7156048,
1328000031,280014,HOSPITAL UNIVERSITARIO LA PAZ,Madrid,Madrid,Madrid,PASEO DE LA CASTELLANA 261,28046,917277000,966,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL UNIVERSITARIO LA PAZ, Madrid, Madrid, España",40.4813101,-3.6872735,
1328000032,280796,HOSPITAL ASEPEYO MADRID,Madrid,Madrid,Coslada,CALLE DE JOAQUIN DE CARDENAS 2,28823,916735011,133,Hospitales especializados,MÃºtuas Colaboradoras con La Seguridad Social,,Sin concierto,SI,"HOSPITAL ASEPEYO MADRID, Coslada, Madrid, España",40.4361615,-3.5315926,
1328000033,280800,HOSPITAL ASOCIADO UNIVERSITARIO GUADARRAMA,Madrid,Madrid,Guadarrama,PASEO MOLINO DEL REY 2,28440,918562000,144,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,NO,"HOSPITAL ASOCIADO UNIVERSITARIO GUADARRAMA, Guadarrama, Madrid, España",40.6694283,-4.0860608,
1328000034,280745,HOSPITAL UNIVERSITARIO PRINCIPE DE ASTURIAS,Madrid,Madrid,AlcalÃ¡ de Henares,CARRETERA DE MECO S/N,28805,918878100,507,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO PRINCIPE DE ASTURIAS, AlcalÃ¡ de Henares, Madrid, España",40.5101289,-3.3474881,
1328000035,280936,HOSPITAL ASOCIADO UNIVERSITARIO VIRGEN DE LA POVEDA,Madrid,Madrid,Villa del Prado,CARRETERA M-952 (ACCESO AL HOSPITAL) KM. 5,28630,918608000,202,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL ASOCIADO UNIVERSITARIO VIRGEN DE LA POVEDA, Villa del Prado, Madrid, España",40.2473178,-4.2775317,
1328000036,280262,HOSPITAL PSIQUIATRICO DOCTOR RODRIGUEZ LAFORA,Madrid,Madrid,Madrid,"CARRETERA DE COLMENAR VIEJO K.13,8",28049,915867500,334,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL PSIQUIATRICO DOCTOR RODRIGUEZ LAFORA, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000037,280777,COMPLEJO ASISTENCIAL BENITO MENNI,Madrid,Madrid,Ciempozuelos,CALLE DE LOS JARDINES 1,28350,918930150,344,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Red de utilizaciÃ³n pÃºblica (RUP),NO,"COMPLEJO ASISTENCIAL BENITO MENNI, Ciempozuelos, Madrid, España",40.1564974,-3.6176165,
1328000039,280029,HOSPITAL UNIVERSITARIO RAMON Y CAJAL,Madrid,Madrid,Madrid,"CARRETERA DE COLMENAR VIEJO KM.9,1",28034,913368000,886,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO RAMON Y CAJAL, Madrid, Madrid, España",40.4873281,-3.6938661,
1328000040,280339,HOSPITAL SAN RAFAEL,Madrid,Madrid,Madrid,CALLE DE SERRANO 199,28016,915649943,184,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL SAN RAFAEL, Madrid, Madrid, España",40.4524591,-3.6815137,
1328000041,280112,HOSPITAL UNIVERSITARIO SANTA CRISTINA,Madrid,Madrid,Madrid,CALLE DEL MAESTRO VIVES 2,28009,915574300,156,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO SANTA CRISTINA, Madrid, Madrid, España",40.421811,-3.6710201,
1328000042,280838,HOSPITAL UNIVERSITARIO SEVERO OCHOA,Madrid,Madrid,LeganÃ©s,AVENIDA ORELLANA S/N,28911,914818000,386,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO SEVERO OCHOA, LeganÃ©s, Madrid, España",,,
1328000043,280072,HOSPITAL UNIVERSITARIO CLINICO SAN CARLOS,Madrid,Madrid,Madrid,CALLE DEL PROFESOR MARTIN LAGOS S/N,28040,913303000,861,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO CLINICO SAN CARLOS, Madrid, Madrid, España",40.4406324,-3.7199109,
1328000044,280091,HOSPITAL VIRGEN DE LA TORRE,Madrid,Madrid,Madrid,CALLE DEL PUERTO DE LUMBRERAS 5,28031,913315814,91,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL VIRGEN DE LA TORRE, Madrid, Madrid, España",40.3810219,-3.6192746,
1328000046,280650,CLINICA LOPEZ IBOR,Madrid,Madrid,Madrid,CALLE DEL DOCTOR JUAN JOSE LOPEZ IBOR 2,28035,913162740,67,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Sin concierto,NO,"CLINICA LOPEZ IBOR, Madrid, Madrid, España",40.4688178,-3.7248126,
1328000048,280259,INSTITUTO PROVINCIAL DE REHABILITACION,Madrid,Madrid,Madrid,CALLE DE FRANCISCO SILVELA 40,28028,915868967,96,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"INSTITUTO PROVINCIAL DE REHABILITACION, Madrid, Madrid, España",40.4333333,-3.6724948,
1328000049,280843,HOSPITAL UNIVERSITARIO JOSE GERMAIN,Madrid,Madrid,LeganÃ©s,CALLE LUNA 1,28911,915856500,41,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),NO,"HOSPITAL UNIVERSITARIO JOSE GERMAIN, LeganÃ©s, Madrid, España",,,
1328000050,280409,CLINICA NUESTRA SEÃORA DE LA PAZ,Madrid,Madrid,Madrid,CALLE DE LOPEZ DE HOYOS 259,28043,914156000,99,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"CLINICA NUESTRA SEÃORA DE LA PAZ, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000051,280395,CLINICA SAN MIGUEL,Madrid,Madrid,Madrid,CALLE DE ARTURO SORIA 204,28043,914135011,145,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Sin concierto,SI,"CLINICA SAN MIGUEL, Madrid, Madrid, España",40.4601077,-3.6601493,
1328000052,280679,"SANATORIO ESQUERDO, S.A.",Madrid,Madrid,Madrid,AVENIDA DE LOS POBLADOS 70,28044,917061100,130,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Sin concierto,NO,"SANATORIO ESQUERDO, S.A., Madrid, Madrid, España",40.4511303,-3.6795724,
1328000053,280587,HOSPITAL LA MILAGROSA S.A.,Madrid,Madrid,Madrid,CALLE DE MODESTO LAFUENTE 14,28010,914472100,142,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL LA MILAGROSA S.A., Madrid, Madrid, España",40.4511303,-3.6795724,
1328000054,280647,CLINICA DR. LEON,Madrid,Madrid,Madrid,PLAZA DE MARIANO DE CAVIA 3,28007,914332948,96,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Sin concierto,NO,"CLINICA DR. LEON, Madrid, Madrid, España",40.4080883,-3.6777944,
1328000057,280323,SANATORIO NUESTRA SEÃORA DEL ROSARIO,Madrid,Madrid,Madrid,CALLE DEL PRINCIPE DE VERGARA 53,28006,914359100,99,Hospitales Generales,Privados,,Sin concierto,NO,"SANATORIO NUESTRA SEÃORA DEL ROSARIO, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000058,280442,HOSPITAL VIRGEN DEL MAR,Madrid,Madrid,Madrid,CALLE DE HONDURAS 14,28016,913539500,63,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL VIRGEN DEL MAR, Madrid, Madrid, España",40.4593232,-3.6786952,
1328000059,280382,HOSPITAL SAN FRANCISCO DE ASIS,Madrid,Madrid,Madrid,CALLE DE JOAQUIN COSTA 28,28002,915630360,168,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL SAN FRANCISCO DE ASIS, Madrid, Madrid, España",40.4426588,-3.6837301,
1328000060,280357,HOSPITAL QUIRONSALUD SAN JOSE,Madrid,Madrid,Madrid,CALLE DE CARTAGENA 111,28002,914153100,77,Hospitales Generales,Privados,,Concierto parcial,NO,"HOSPITAL QUIRONSALUD SAN JOSE, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000061,280455,HOSPITAL HESTIA MADRID,Madrid,Madrid,Madrid,CARRETERA DE COLMENAR VIEJO KM.16,28049,917340500,297,Hospitales de media y larga estancia,Privados,,Sin concierto,NO,"HOSPITAL HESTIA MADRID, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000062,280989,HOSPITAL UNIVERSITARIO DE GETAFE,Madrid,Madrid,Getafe,"CARRETERA DE MADRID-TOLEDO KM.12,500",28905,916839360,543,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO DE GETAFE, Getafe, Madrid, España",40.3126896,-3.7426311,
1328000063,281034,CLINICA ISADORA S.A.,Madrid,Madrid,Madrid,CALLE DE LOS PIRINEOS 7,28040,913111000,20,Otros Centros con Internamiento,Privados,,Sin concierto,NO,"CLINICA ISADORA S.A., Madrid, Madrid, España",40.4511303,-3.6795724,
1328000064,281049,HOSPITAL HLA UNIVERSITARIO MONCLOA,Madrid,Madrid,Madrid,AVENIDA DE VALLADOLID 83,28008,915954500,235,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL HLA UNIVERSITARIO MONCLOA, Madrid, Madrid, España",40.4331072,-3.7340032,
1328000065,281087,CLINICA CEMTRO,Madrid,Madrid,Madrid,AVENIDA DEL VENTISQUERO DE LA CONDESA 42,28035,917355757,94,Hospitales Generales,Privados,,Sin concierto,NO,"CLINICA CEMTRO, Madrid, Madrid, España",40.4940364,-3.7169278,
1328000066,281071,HOSPITAL UNIVERSITARIO FUNDACION ALCORCON,Madrid,Madrid,AlcorcÃ³n,CALLE BUDAPEST 1,28922,916219400,401,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO FUNDACION ALCORCON, AlcorcÃ³n, Madrid, España",,,
1328000067,281090,HOSPITAL UNIVERSITARIO HM MONTEPRINCIPE,Madrid,Madrid,Boadilla del Monte,AVENIDA DE MONTEPRINCIPE 25,28660,917089900,151,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO HM MONTEPRINCIPE, Boadilla del Monte, Madrid, España",40.4143532,-3.8448578,
1328000069,281113,HOSPITAL MD ANDERSON CANCER CENTER MADRID,Madrid,Madrid,Madrid,CALLE DE GOMEZ HEMANS 2,28033,913834980,76,Hospitales especializados,Privados,,Sin concierto,NO,"HOSPITAL MD ANDERSON CANCER CENTER MADRID, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000070,281124,HOSPITAL QUIRONSALUD SUR,Madrid,Madrid,AlcorcÃ³n,CALLE DE ESTAMBUL 30,28922,917810682,81,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL QUIRONSALUD SUR, AlcorcÃ³n, Madrid, España",,,
1328000071,281146,HOSPITAL UNIVERSITARIO DE FUENLABRADA,Madrid,Madrid,Fuenlabrada,CAMINO DEL MOLINO 2,28942,916006000,413,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO DE FUENLABRADA, Fuenlabrada, Madrid, España",40.2870798,-3.8159213,
1328000072,281157,HOSPITAL UNIVERSITARIO HM TORRELODONES,Madrid,Madrid,Torrelodones,AVENIDA CASTILLO DE OLIVARES S/N,28250,912675000,86,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO HM TORRELODONES, Torrelodones, Madrid, España",40.5705547,-3.9260108,
1328000073,281180,HOSPITAL LOS MADROÃOS,Madrid,Madrid,Brunete,"CARRETERA DE M-501 (DE ALCORCON A PLASENCIA) KM.17,900",28690,918163526,53,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL LOS MADROÃOS, Brunete, Madrid, España",40.3988433,-3.9991202,
1328000074,281179,HOSPITAL UNIVERSITARIO LA MORALEJA,Madrid,Madrid,Madrid,AVENIDA DE FRANCISCO PI Y MARGALL 81,28050,913244805,121,Hospitales Generales,Privados,,Sin concierto,NO,"HOSPITAL UNIVERSITARIO LA MORALEJA, Madrid, Madrid, España",40.4924994,-3.6632253,
1328000076,281203,HOSPITAL UNIVERSITARIO QUIRONSALUD MADRID,Madrid,Madrid,Pozuelo de AlarcÃ³n,CALLE DIEGO DE VELAZQUEZ 1,28223,917992380,278,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO QUIRONSALUD MADRID, Pozuelo de AlarcÃ³n, Madrid, España",,,
1328000077,281247,HOSPITAL PARDO DE ARAVACA,Madrid,Madrid,Madrid,CALLE DE LA SALLE 12,28023,917402682,88,Hospitales Generales,Privados,,Concierto parcial,SI,"HOSPITAL PARDO DE ARAVACA, Madrid, Madrid, España",40.4511303,-3.6795724,
1328000078,281225,HOSPITAL UNIVERSITARIO HM SANCHINARRO,Madrid,Madrid,Madrid,CALLE DE OÃA 10,28050,917567800,198,Hospitales Generales,Privados,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO HM SANCHINARRO, Madrid, Madrid, España",40.4904923,-3.6668912,
1328000079,281214,HOSPITAL CENTRO DE CUIDADOS LAGUNA,Madrid,Madrid,Madrid,CALLE DEL CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 128,28047,914010708,36,Hospitales de media y larga estancia,Privados,,Concierto parcial,NO,"HOSPITAL CENTRO DE CUIDADOS LAGUNA, Madrid, Madrid, España",40.4006866,-3.7471457,
1328000080,281236,HOSPITAL UNIVERSITARIO INFANTA ELENA,Madrid,Madrid,Valdemoro,AVENIDA REYES CATOLICOS 21,28342,918948410,186,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO INFANTA ELENA, Valdemoro, Madrid, España",40.1995124,-3.6972659,
1328000081,281269,HOSPITAL UNIVERSITARIO DEL HENARES,Madrid,Madrid,Coslada,AVENIDA DE MARIE CURIE S/N,28822,911912000,249,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO DEL HENARES, Coslada, Madrid, España",40.4200386,-3.5667775,
1328000082,281258,HOSPITAL UNIVERSITARIO INFANTA SOFIA,Madrid,Madrid,San SebastiÃ¡n de los Reyes,PASEO EUROPA 34,28702,911914000,276,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO INFANTA SOFIA, San SebastiÃ¡n de los Reyes, Madrid, España",,,
1328000083,281304,HOSPITAL UNIVERSITARIO INFANTA CRISTINA,Madrid,Madrid,Parla,AVENIDA 9 DE JUNIO 2,28981,911913000,188,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Red de utilizaciÃ³n pÃºblica (RUP),SI,"HOSPITAL UNIVERSITARIO INFANTA CRISTINA, Parla, Madrid, España",40.2288512,-3.7812063,
1328000084,281292,HOSPITAL UNIVERSITARIO DEL TAJO,Madrid,Madrid,Aranjuez,AVENIDA AMAZONAS CENTRAL S/N,28300,918014100,102,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO DEL TAJO, Aranjuez, Madrid, España",40.0569668,-3.6107328,
1328000085,281281,HOSPITAL UNIVERSITARIO DEL SURESTE,Madrid,Madrid,Arganda del Rey,RONDA DEL SUR 10,28500,918394000,132,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO DEL SURESTE, Arganda del Rey, Madrid, España",40.2970777,-3.4569661,
1328000086,281270,HOSPITAL UNIVERSITARIO INFANTA LEONOR,Madrid,Madrid,Madrid,AVENIDA DE LA GRAN VIA DEL ESTE 80,28031,911918000,269,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto.,NO,"HOSPITAL UNIVERSITARIO INFANTA LEONOR, Madrid, Madrid, España",40.3860769,-3.6176734,
1328000087,281315,HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA,Madrid,Madrid,Majadahonda,CALLE MANUEL DE FALLA 1,28222,911916000,613,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades AutÃ³nomas,,Sin concierto,SI,"HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA, Majadahonda, Madrid, España",40.4502859,-3.8736999,
1328000088,281326,CASTA GUADARRAMA,Madrid,Madrid,Guadarrama,"CARRETERA DE LA CORUÃA KM.50,300",28440,915949500,157,Hospitales de salud mental y tratamiento de toxicomanÃ­as,Privados,,Concierto parcial,SI,"CASTA GUADARRAMA, Guadarrama, Madrid, España",40.6694283,-4.0860608,
